"Package","VersionGA","VersionPreview","DisplayName","ServiceName","RepoPath","MSDocs","GHDocs","Type","New","PlannedVersions","LatestGADate","FirstGADate","FirstPreviewDate","Support","EOLDate","Hide","Replace","ReplaceGuide","MSDocService","ServiceId","Notes"
"services/keyvault/mgmt/2018-02-14","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/keyvault/armkeyvault","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/keyvault/mgmt/2019-09-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/keyvault/armkeyvault","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/keyvault/mgmt/2021-10-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/keyvault/armkeyvault","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/kubernetesconfiguration/mgmt/2021-03-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/kubernetesconfiguration/armkubernetesconfiguration","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/kubernetesconfiguration/mgmt/2021-09-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/kubernetesconfiguration/armkubernetesconfiguration","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/kubernetesconfiguration/mgmt/2022-03-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/kubernetesconfiguration/armkubernetesconfiguration","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/kusto/mgmt/2019-01-21","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/kusto/armkusto","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/kusto/mgmt/2019-05-15","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/kusto/armkusto","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/kusto/mgmt/2019-09-07","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/kusto/armkusto","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/kusto/mgmt/2019-11-09","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/kusto/armkusto","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/kusto/mgmt/2020-02-15","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/kusto/armkusto","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/kusto/mgmt/2020-06-14","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/kusto/armkusto","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/kusto/mgmt/2020-09-18","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/kusto/armkusto","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/kusto/mgmt/2021-01-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/kusto/armkusto","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/kusto/mgmt/2021-08-27","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/kusto/armkusto","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/kusto/mgmt/2022-02-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/kusto/armkusto","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/labservices/mgmt/2018-10-15","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/labservices/armlabservices","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/logic/mgmt/2016-06-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/logic/armlogic","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/logic/mgmt/2019-05-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/logic/armlogic","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/logz/mgmt/2020-10-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/logz/armlogz","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/machinelearning/mgmt/2016-04-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/machinelearning/armmachinelearning","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/machinelearning/mgmt/2017-01-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/machinelearning/armmachinelearning","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/machinelearning/mgmt/2019-10-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/machinelearning/armmachinelearning","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/machinelearningservices/mgmt/2018-11-19","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/machinelearningservices/armmachinelearningservices","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/machinelearningservices/mgmt/2019-05-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/machinelearningservices/armmachinelearningservices","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/machinelearningservices/mgmt/2019-06-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/machinelearningservices/armmachinelearningservices","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/machinelearningservices/mgmt/2019-11-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/machinelearningservices/armmachinelearningservices","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/machinelearningservices/mgmt/2020-01-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/machinelearningservices/armmachinelearningservices","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/machinelearningservices/mgmt/2020-03-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/machinelearningservices/armmachinelearningservices","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/machinelearningservices/mgmt/2020-04-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/machinelearningservices/armmachinelearningservices","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/machinelearningservices/mgmt/2021-04-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/machinelearningservices/armmachinelearningservices","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/machinelearningservices/mgmt/2021-07-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/machinelearningservices/armmachinelearningservices","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/maintenance/mgmt/2020-04-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/maintenance/armmaintenance","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/maintenance/mgmt/2021-05-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/maintenance/armmaintenance","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/managedservices/mgmt/2019-06-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/managedservices/armmanagedservices","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/maps/mgmt/2017-01-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/maps/armmaps","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/maps/mgmt/2018-05-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/maps/armmaps","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/maps/mgmt/2021-02-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/maps/armmaps","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/mariadb/mgmt/2018-06-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/mariadb/armmariadb","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/mariadb/mgmt/2020-01-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/mariadb/armmariadb","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/marketplaceordering/mgmt/2015-06-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/marketplaceordering/armmarketplaceordering","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/mediaservices/mgmt/2015-10-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","NA","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/mediaservices/mgmt/2018-07-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","NA","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/mediaservices/mgmt/2020-05-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","NA","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/mediaservices/mgmt/2021-05-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","NA","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/mediaservices/mgmt/2021-06-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","NA","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/mediaservices/mgmt/2021-11-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","NA","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/migrate/mgmt/2018-02-02","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/migrate/armmigrate","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/migrate/mgmt/2020-01-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/migrate/armmigrate","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/mixedreality/mgmt/2021-01-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/mixedreality/armmixedreality","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/monitor/mgmt/2020-10-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/monitor/armmonitor","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/monitor/mgmt/2021-08-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/monitor/armmonitor","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/msi/mgmt/2018-11-30","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/msi/armmsi","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/mysql/mgmt/2017-12-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/mysql/armmysql","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/mysql/mgmt/2020-01-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/mysql/armmysql","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/mysql/mgmt/2021-05-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/mysql/armmysql","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/netapp/mgmt/2019-05-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/netapp/armnetapp","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/netapp/mgmt/2019-06-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/netapp/armnetapp","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/netapp/mgmt/2019-07-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/netapp/armnetapp","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/netapp/mgmt/2019-08-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/netapp/armnetapp","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/netapp/mgmt/2019-10-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/netapp/armnetapp","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/netapp/mgmt/2019-11-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/netapp/armnetapp","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/netapp/mgmt/2020-02-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/netapp/armnetapp","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/netapp/mgmt/2020-03-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/netapp/armnetapp","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/netapp/mgmt/2020-05-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/netapp/armnetapp","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/netapp/mgmt/2020-06-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/netapp/armnetapp","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/netapp/mgmt/2020-07-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/netapp/armnetapp","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/netapp/mgmt/2020-08-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/netapp/armnetapp","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/netapp/mgmt/2020-09-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/netapp/armnetapp","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/netapp/mgmt/2020-11-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/netapp/armnetapp","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/netapp/mgmt/2020-12-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/netapp/armnetapp","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/netapp/mgmt/2021-02-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/netapp/armnetapp","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/netapp/mgmt/2021-04-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/netapp/armnetapp","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/netapp/mgmt/2021-06-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/netapp/armnetapp","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/netapp/mgmt/2021-08-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/netapp/armnetapp","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/netapp/mgmt/2021-10-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/netapp/armnetapp","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/network/mgmt/2015-06-15","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/network/armnetwork","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/network/mgmt/2017-10-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/network/armnetwork","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/network/mgmt/2017-11-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/network/armnetwork","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/network/mgmt/2018-01-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/network/armnetwork","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/network/mgmt/2018-02-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/network/armnetwork","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/network/mgmt/2018-04-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/network/armnetwork","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/network/mgmt/2018-06-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/network/armnetwork","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/network/mgmt/2018-07-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/network/armnetwork","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/network/mgmt/2018-08-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/network/armnetwork","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/network/mgmt/2018-10-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/network/armnetwork","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/network/mgmt/2018-11-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/network/armnetwork","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/network/mgmt/2018-12-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/network/armnetwork","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/network/mgmt/2019-02-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/network/armnetwork","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/network/mgmt/2019-04-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/network/armnetwork","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/network/mgmt/2019-06-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/network/armnetwork","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/network/mgmt/2019-07-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/network/armnetwork","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/network/mgmt/2019-08-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/network/armnetwork","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/network/mgmt/2019-09-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/network/armnetwork","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/network/mgmt/2019-11-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/network/armnetwork","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/network/mgmt/2019-12-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/network/armnetwork","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/network/mgmt/2020-03-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/network/armnetwork","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/network/mgmt/2020-04-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/network/armnetwork","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/network/mgmt/2020-05-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/network/armnetwork","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/network/mgmt/2020-06-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/network/armnetwork","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/network/mgmt/2020-07-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/network/armnetwork","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/network/mgmt/2020-08-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/network/armnetwork","https://aka.ms/azsdk/golang/t2/migration","","",""
